Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Tien,696,France,Male,52,6,164385.53,1,1,0,27445.4,1
Wyatt,468,France,Female,32,8,104678.62,1,0,0,198714.29,0
Gregory,802,Germany,Male,31,1,96288.26,1,1,1,187658.09,0
Ifeanyichukwu,600,France,Female,27,3,143321.97,2,0,1,125698.97,0
Sidorova,713,France,Male,36,8,123187.51,1,1,1,143265.65,0
Davis,600,Germany,Male,53,7,137104.47,1,1,0,93629.66,1
Bruche,704,France,Male,39,5,107433.48,1,1,0,6416.92,0
Tokaryev,578,Spain,Male,28,4,114519.57,2,0,0,6947.09,0
Watterston,763,Spain,Male,37,8,107525.07,2,1,1,933.38,0
Brady,632,Spain,Male,38,1,133636.16,1,1,0,92816.86,0
Dellucci,841,France,Male,31,2,127772.1,2,1,0,173240.52,0
Yudin,570,France,Male,37,6,114446.84,1,1,1,187758.5,0
Wei,556,France,Male,40,5,83807.86,1,1,1,95124.4,0
Bell,660,Spain,Female,33,1,118560,2,0,0,117834.91,0
Brown,723,Spain,Female,45,4,166070.48,2,1,0,37214.39,0
Yang,781,Spain,Male,35,1,142120.91,2,0,0,42117.9,0
Yefimova,757,France,Male,57,3,119182.73,1,1,1,53179.21,1
Onwuemelie,609,France,Male,26,7,107027.52,2,1,0,98463.99,0
Macartney,850,France,Female,35,1,99513.91,1,1,0,188574.12,1
Galkin,645,Spain,Male,38,1,84496.71,1,0,1,166264.89,0
Gregson,643,France,Female,51,2,117864.85,1,1,0,34967.75,1
Crawford,810,France,Male,32,9,140997.26,2,0,1,78896.59,0
Chia,683,France,Male,47,1,147487.23,2,1,0,148989.15,0
Caldwell,729,France,Female,62,4,102989.83,1,1,0,30990.16,1
Boyle,568,Germany,Male,40,1,95984.69,1,0,0,134600.94,1
Bradshaw,518,Germany,Male,29,9,72079.71,2,1,0,160303.08,1
Chukwudi,850,Germany,Female,33,2,90022.85,1,0,1,74917.64,0
Ozioma,591,France,Male,24,6,158697.61,1,1,1,25310.82,0
White,648,France,Female,54,9,51116.26,1,0,0,5924.38,1
Onuoha,649,France,Male,41,0,113715.36,2,0,1,130567.02,0
Sal,576,France,Male,41,1,110029.77,1,1,1,188274.6,0
Parrott,568,Germany,Male,26,1,129387.94,2,1,0,22095.73,0
Hussain,768,France,Male,25,6,166082.15,2,1,1,21215.67,0
Judd,578,France,Male,32,4,131468.44,2,1,1,141822.8,0
Brown,565,Germany,Female,32,9,110555.37,1,1,0,143287.58,0
Palerma,748,Spain,Female,40,4,139301.68,2,1,0,132368.47,0
Wood,641,Spain,Male,40,5,121801.72,1,1,1,100637.07,0
George,541,France,Male,36,5,135643,2,1,0,124795.84,0
Bogle,666,Germany,Male,74,7,148636.21,1,1,1,46172.47,0
Trevisani,736,Germany,Male,50,9,137060.88,1,1,0,185360.4,1
Christie,573,Germany,Male,35,9,148600.91,2,1,1,119924.8,0
Allard,710,Spain,Male,22,8,169462.09,2,0,0,99645.04,0
T'ien,702,France,Male,40,7,112119.48,1,0,1,135334.24,0
Yu,548,France,Female,28,8,102395.79,2,1,1,158585.17,1
Nucci,699,Spain,Female,25,8,143139.87,2,1,1,52404.47,0
Patel,612,France,Male,32,3,118546.71,1,1,0,164081.42,0
Cameron,732,Germany,Female,29,1,160903.2,1,1,1,138527.56,0
Parry,523,France,Male,45,5,100488.92,2,1,1,121428.2,0
Somadina,731,Spain,Male,42,9,117206.3,1,1,1,192175.52,0
Fu,626,France,Male,38,7,150525.8,1,1,0,52795.56,1
Hsu,654,Germany,Male,31,5,86893.28,2,1,1,105218.45,0
Artemova,646,Germany,Female,52,6,133868.21,2,0,1,68367.18,0
Hunt,669,Germany,Female,42,1,222267.63,1,1,0,148611.52,0
Plascencia,629,Spain,Male,34,1,106171.68,1,0,0,119357.93,0
Mao,500,Spain,Male,37,9,94752.49,1,1,0,111698,0
Nwokezuike,629,Spain,Female,44,6,130229.71,2,0,0,79082.76,0
Lo Duca,601,France,Female,40,3,170840.08,1,0,1,164652.02,1
Vinogradoff,611,France,Male,30,2,125227.82,1,0,0,159629.64,0
Oliver,508,France,Male,44,3,103821.47,2,0,0,67234.33,0
Maduabuchim,568,Spain,Female,27,1,167962.7,1,0,1,45563.94,0
Owens,637,Spain,Female,54,5,207034.96,1,0,1,150836.98,0
Greece,666,Germany,Female,50,7,111213.64,1,1,1,140136.1,1
Mauldon,622,Spain,Female,46,4,60205.2,2,1,1,30984.59,1
Chukwuma,569,France,Female,44,4,83008.31,2,0,0,134394.78,0
Fomin,528,France,Female,36,1,129860.37,1,1,1,149912.28,1
Barclay,428,Germany,Female,40,3,134980.74,2,1,0,72876.43,1
Mao,667,France,Female,38,6,121973.28,1,1,1,73963.17,1
Yevseyev,633,France,Female,36,6,162150.42,1,0,0,125961.48,0
Maclean,693,France,Female,35,5,146034.74,1,1,0,88705.14,1
Kazakova,683,France,Male,39,4,121911.59,2,1,0,171716.81,0
Volkov,521,France,Male,35,6,63723.78,1,1,0,10488.44,0
Chan,591,Germany,Female,35,2,109019.65,2,1,0,57064.57,0
Barnes,660,France,Male,30,7,141787.31,1,0,0,96847.91,0
Tu,497,Germany,Male,41,5,141535.52,1,0,0,88729.22,1
Vasin,556,France,Male,26,4,58668.02,1,1,0,195167.38,0
Reed,539,France,Male,30,0,151839.26,2,1,0,160979.66,0
Bartlett,673,Germany,Male,47,1,153366.13,2,0,1,34047.54,0
Pagnotto,561,France,Male,37,5,89685.92,2,1,0,83093.25,0
Hurst,628,France,Male,32,9,116318.23,2,1,1,16402.11,0
Wade,850,France,Female,35,9,142871.27,2,0,0,25329.48,0
Panicucci,413,Germany,Male,39,1,108117.1,2,1,1,158891.79,0
Trentini,652,France,Male,48,4,73493.17,1,1,0,163944.18,1
Robinson,689,Spain,Female,55,4,123935.35,2,1,1,58442.25,0
Archer,658,Spain,Male,50,2,147506.25,2,1,0,52137.73,0
Shearston,497,France,Male,41,9,134874.4,1,0,0,22074.48,0
Chikelu,811,France,Male,31,7,63176.44,1,1,1,182372.35,0
Udinese,648,Germany,Female,37,7,142643.54,2,1,0,57215.85,0
He,438,France,Male,38,2,108424.19,2,1,0,136859.55,0
Toscano,604,France,Female,53,2,65253.07,1,1,1,48201.64,1
Trentino,645,France,Male,41,7,111927.45,1,0,1,28667.56,0
Bruno,430,Germany,Male,36,1,128389.12,2,0,0,122373.42,0
Watkins,804,Germany,Female,33,10,170890.05,1,1,1,80483.76,0
Boni,726,Spain,Male,30,8,137102.65,1,1,1,147822.44,0
Nero,434,France,Male,41,4,158713.08,1,0,1,56784.11,0
Hsiung,585,France,Male,54,8,155621.08,1,1,1,55346.14,0
Meng,645,France,Male,31,7,121968.11,2,1,0,12599.94,1
Niu,808,Spain,Female,67,10,136291.71,1,0,1,169894.4,0
Hsieh,613,Spain,Male,34,3,127414.55,1,1,1,41724.72,0
Reynolds,550,Germany,Male,52,5,152582.2,1,1,1,41730.37,1
Rogers,610,France,Male,34,0,149777,1,0,0,125646.82,0
Nelson,558,Spain,Male,45,4,61636.97,1,1,0,131807.14,0
Pirozzi,730,France,Male,34,1,143221.35,2,1,1,126592.01,0
Jamieson,736,France,Female,63,10,120145.96,2,0,1,502.7,0
Barber,850,Germany,Male,53,2,131402.21,2,1,0,36980.54,0
Yang,546,Germany,Female,52,1,118803.35,1,1,1,23548.45,1
Chibueze,680,Germany,Male,32,7,124995.98,1,0,1,77349.92,0
Piccio,646,France,Male,30,7,161801.47,2,1,0,153566.97,0
Burgess,790,Germany,Male,24,7,71497.79,1,0,1,160450.21,0
Clancy,529,Spain,Male,31,6,126803.34,1,1,0,10625.91,0
Lucciano,411,France,Male,29,0,111071.36,2,1,1,53483.21,0
Woolnough,796,France,Male,44,8,105346.03,1,1,1,57205.55,0
Sharpe,691,France,Female,34,7,141825.88,2,0,1,161559.12,0
Nnachetam,537,France,Male,26,7,124240.93,1,0,0,103563.23,0
Maclean,794,France,Male,30,8,97361.66,2,1,1,24113.91,0
Burke,550,France,Male,47,2,121729.42,2,1,1,97057.28,0
Miller,562,France,Male,30,3,150490.32,2,0,0,140650.19,0
Vaguine,670,France,Female,45,9,140596.95,1,1,0,155921.81,1
Chao,748,France,Male,33,1,138150.57,1,0,0,69132.66,0
Cattaneo,737,Spain,Male,38,6,131326.47,2,1,0,198516.2,0
Lettiere,661,France,Male,51,6,122267.85,1,1,1,68021.9,0
Hopkins,701,France,Male,39,2,121890.06,2,1,1,82526.92,0
Travis,524,France,Male,28,1,149238.97,1,1,1,51670.82,0
Dellucci,491,Germany,Male,70,6,92366.72,2,1,1,17818.33,0
Gibbons,684,Germany,Male,35,3,150329.15,1,1,1,176882.08,0
Fitzgerald,733,France,Male,64,3,150555.83,2,1,1,75272.63,0
Castiglione,626,Germany,Male,27,4,113709.28,2,0,1,26907.43,0
Onwudiwe,468,Germany,Male,42,9,117152.3,2,1,0,172668.39,0
Fanucci,421,France,Male,34,2,63663.93,2,1,1,96615.23,0
Tseng,658,France,Male,31,5,99441.21,1,0,1,49809.88,0
Trevisani,694,France,Male,40,9,148051.52,2,1,0,40463.03,0
Phelps,594,France,Female,34,7,131433.33,1,0,0,9443.15,0
Howe,575,Spain,Male,28,7,160566.11,1,1,1,10666.05,0
Obiora,548,Spain,Male,37,4,110540.43,1,1,0,121763.68,0
Yobachi,449,Spain,Female,33,8,117199.8,2,0,0,156792.89,0
Cary,545,France,Male,38,1,109646.83,2,1,1,24302.95,0
Folliero,749,Germany,Female,33,10,105934.96,1,0,1,30396.43,0
Lucchese,696,France,Male,19,1,113913.53,1,1,1,2766.63,0
Otitodilinna,662,Spain,Female,72,7,106453.53,1,0,1,179258.67,0
Duncan,653,Germany,Female,38,5,51522.75,2,1,1,89524.83,0
Ma,580,Germany,Female,33,7,126608.37,2,0,0,79775.19,0
Stewart,811,Spain,Male,39,7,146605.27,2,1,1,177519.39,0
Atkinson,714,Germany,Male,29,6,129278.43,1,1,1,69578.49,0
Fang,850,France,Male,30,9,76495.04,1,0,0,40313.47,0
Boyle,571,Spain,Female,31,3,119027.28,2,1,1,194667.92,0
Holmes,611,France,Male,53,3,101140.76,1,0,0,1235.49,0
Fang,454,Spain,Female,48,5,110340.68,1,1,1,93151.77,0
Scott,571,France,Male,38,1,113308.84,1,1,1,154844.22,0
Lowe,528,Germany,Male,32,2,144147.68,1,0,1,111149.98,0
Chidubem,802,Spain,Male,41,5,170833.46,2,1,1,134626.3,0
Steele,638,Spain,Female,55,2,79543.59,1,0,1,108987.25,1
Alaniz,617,Spain,Male,42,0,106116.5,1,1,1,120830.73,0
Hayward,554,France,Female,35,6,116324.53,2,0,0,95277.15,1
Okoli,674,Germany,Female,44,4,98862.54,1,0,1,171345.02,1
Bird,556,Spain,Male,38,2,124328.84,1,1,0,150679.65,0
Endrizzi,506,Germany,Female,41,3,128601.98,1,1,0,4035.46,0
Evans,662,France,Female,32,4,112544.45,1,1,1,48725.68,1
Lombardi,847,France,Male,66,7,127649.64,1,0,1,53157.16,0
Cherkasova,714,Germany,Male,26,3,126729.41,2,1,0,65482.94,0
Genovese,543,France,Male,35,5,161592.76,1,0,0,62389.35,0
Ch'iu,473,France,Female,39,9,80538.56,2,1,1,85937.52,1
Ajuluchukwu,651,Germany,Male,37,9,78885.88,1,0,1,175820.91,0
Fenton,614,France,Female,27,9,102772.67,2,0,0,77500.81,0
Bergamaschi,644,France,Male,38,3,153610.61,2,1,1,79928.41,0
Dickson,716,Germany,Male,50,2,140363.95,1,1,1,12944.17,1
Ilyina,683,Spain,Male,30,1,118577.24,1,1,1,65035.02,0
Onwumelu,715,France,Female,41,8,169649.73,2,0,0,92982.61,1
Baxter,614,Germany,Female,37,6,130661.96,2,1,1,139377.24,1
Griffin,641,France,Male,30,2,98298.18,2,0,1,7278.57,0
Rogova,753,France,Male,92,3,105907.42,1,0,1,195563.99,0
Evseev,603,Spain,Female,42,6,141947.67,1,1,1,90437.87,0
Fanucci,611,Spain,Female,28,3,133189.4,2,1,0,181419.29,0
Bailey,657,Germany,Male,40,7,185932.18,1,0,1,119333.95,1
Jamieson,845,France,Male,33,8,139875.2,1,1,0,150664.97,0
Gether,837,Spain,Male,31,9,98675.74,1,0,1,50972.6,0
Liao,531,France,Male,31,3,51293.47,1,1,0,56794.73,0
Kirk,653,Germany,Male,31,9,84055.43,1,1,0,83679.46,0
Coles,809,Spain,Male,33,9,160599.06,1,1,1,124045.65,0
Manfrin,592,Germany,Male,36,10,95488.82,1,0,1,146111.35,0
Balashov,614,France,Male,50,4,178755.84,1,1,0,127166.49,1
McMillan,781,France,Male,23,2,130368.31,1,1,0,173843.21,0
Vorobyova,664,France,Female,31,9,77168.87,2,0,1,79222.02,0
Chandler,796,Spain,Male,41,8,151772.63,1,1,0,18510.41,0
Tao,601,Germany,Female,42,9,120383.41,1,0,1,103315.74,0
Ogbonnaya,728,Germany,Female,32,9,90757.64,2,1,1,152643.48,0
Fraser,713,Germany,Male,40,3,97338.19,2,1,1,87308.18,0
Hill,608,Spain,Female,41,1,172192.49,1,0,1,112542.58,0
Harrison,525,Spain,Female,47,6,82613.56,1,1,0,82522.61,1
Jamieson,693,France,Male,37,1,161651.37,2,1,1,82867.55,0
Tobenna,660,Germany,Female,23,6,140004.96,2,0,0,90494.72,0
Spencer,566,France,Male,36,1,126315.26,1,1,0,79616.37,0
Shih,679,Spain,Female,35,8,155271.83,1,0,0,121210.09,0
Castiglione,634,Germany,Male,27,3,134644.19,1,1,0,173425.68,0
Watkins,805,France,Male,39,2,108431.87,1,0,0,166650.32,0
Kerr,719,Spain,Male,38,0,144027.8,1,1,0,126876.47,0
Verco,571,France,Female,35,8,123770.46,2,0,0,84569.13,0
Shao,667,France,Male,31,3,109698.41,1,1,1,189657.26,0
Wilhelm,544,France,Male,37,3,119266.69,1,0,0,79972.09,0
Yermakova,678,Germany,Male,36,1,95448.32,2,1,0,27619.06,0
Anderson,683,France,Male,72,3,120530.13,1,0,1,52876.41,0
Douglas,578,Germany,Male,34,8,123374.46,2,1,0,66680.77,0
Langler,717,Spain,Male,36,2,150926.99,2,0,1,49185.57,0
Ch'in,654,Spain,Female,36,2,119035.35,2,1,1,146652.11,0
Quesada,670,Spain,Female,29,9,142400.77,2,1,0,27359.19,0
Earle,543,France,Female,34,8,98630.31,2,0,1,145601.8,0
Fleetwood-Smith,803,Spain,Male,43,3,127892.57,1,1,0,72051.44,0
Achebe,652,Spain,Male,58,6,127237.25,2,0,1,170025.43,0
Eluemuno,768,France,Male,29,2,111642.08,2,1,1,73686.75,0
Bolton,850,France,Male,34,2,160736.63,1,1,1,115767.93,0
Diribe,677,France,Female,58,1,119507.58,1,0,1,2988.28,0
Chimaraoke,699,France,Male,44,8,95556.31,1,1,0,107181.22,0
Stephenson,768,France,Female,26,5,147341.43,1,1,1,70454.79,1
Hawdon,515,Germany,Male,60,9,113736.27,1,1,0,18424.24,1
Swaim,520,Germany,Male,32,5,107850.82,1,1,0,56246.69,0
Reid,660,Spain,Male,33,4,106000.12,1,1,0,29664.45,0
Tillman,515,France,Male,48,5,139224.92,1,0,1,147955.91,1
Manfrin,850,Germany,Male,40,4,92072.68,2,0,1,44406.17,0
Ritchie,610,France,Male,37,0,108895.93,1,1,0,114514.64,0
Ku,548,Spain,Male,39,7,137560.38,1,1,0,164975.82,0
Golubev,679,Germany,Male,38,7,108465.65,2,1,0,46522.68,0
Craig,618,Spain,Female,40,8,77373.87,2,1,0,80204.38,0
Young,575,France,Male,27,3,118520.26,1,1,0,99843.98,0
Sutherland,760,Spain,Female,41,6,173331.52,2,0,0,101491.23,0
Wright,631,Germany,Female,37,2,133446.34,2,0,1,23146.62,0
Fitts,755,Germany,Female,45,7,120047.77,1,0,0,143619.52,1
Burrows,790,France,Female,47,10,138881.04,1,0,1,16119.96,1
Young,493,Spain,Female,48,7,95368.14,2,1,0,48545.1,0
Morgan,754,Spain,Female,32,7,118087.68,2,1,0,89520.75,0
Tien,663,France,Male,34,7,123692,2,1,1,180427.24,0
Onwuamaeze,530,Germany,Male,23,1,90355.12,2,1,1,165227.23,0
Berry,445,Spain,Male,45,10,113220.2,2,0,1,90977.48,0
Toosey,532,France,Male,38,9,95679.29,2,0,0,30583.95,0
Leach,578,France,Male,45,1,71667.97,1,1,0,143397.14,1
Ting,578,France,Male,30,4,138847.9,1,1,0,112187.11,0
Ferri,657,Spain,Female,41,6,134264.04,1,1,0,17536.82,0
Fraser,677,Germany,Female,26,3,127862.93,1,1,0,119368.99,0
Chiu,680,Germany,Female,51,5,108822.4,1,0,0,47795.43,1
Jideofor,709,France,Male,42,9,81710.46,1,0,1,77142.85,0
Davies,623,France,Female,39,1,159304.07,1,0,0,78774.36,0
Sergeyev,619,Germany,Female,33,3,168883.08,2,0,1,36446.74,0
Hsiao,443,Germany,Male,50,3,131254.81,1,1,0,42840.18,1
Barese,648,France,Female,19,1,147511.26,2,0,1,22101.86,0
Chadwick,702,France,Male,37,10,129722.57,1,1,1,94728.49,0
Barnett,643,Spain,Male,35,2,133844.22,2,0,0,67979.35,0
Lori,508,France,Male,35,1,102994.04,1,0,0,59374.82,0
Campbell,520,France,Male,58,3,181656.51,2,0,1,32790.02,0
Fu,484,Spain,Female,35,7,108881.73,1,1,1,27286.1,0
Haddon,749,Spain,Male,42,9,106022.73,1,0,0,101108.85,1
Angelo,563,Spain,Female,46,8,63492.94,1,1,0,163145.5,1
Watson,737,France,Male,45,10,81742.84,2,1,0,1364.54,0
Hancock,498,France,Male,34,5,130627.66,2,1,1,91711.66,0
Lindell,640,Germany,Female,43,9,152302.72,1,1,0,184006.36,1
O'Loughlin,656,Spain,Male,33,4,86006.21,2,1,0,116706,0
Marino,791,Germany,Female,33,10,74298.43,2,0,0,54019.93,1
Ledford,605,Spain,Female,48,6,94722.88,2,1,1,40062.99,0
Cookson,691,France,Male,38,1,119825.75,2,0,0,44653.5,0
Nwabugwu,741,Germany,Female,37,8,68881.59,2,0,0,109843.16,0
Dufresne,631,Germany,Female,34,6,120233.83,2,0,1,128247.03,0
Chinwemma,510,France,Female,45,10,165896,2,0,1,77878.62,0
Candler,632,France,Female,49,5,130024.87,1,0,0,140201.21,0
Atkinson,684,Spain,Male,39,4,126418.14,2,0,0,157694.76,1
Kambinachi,677,Germany,Female,39,0,139663.37,2,1,1,147578.26,0
Tsou,775,Germany,Male,25,10,83772.95,2,1,0,14073.11,0
Sabbatini,738,Germany,Male,62,10,89175.06,1,1,1,42766.03,0
Brown,556,France,Female,40,9,101060.25,1,0,0,17992.94,0
Kao,587,Germany,Female,45,8,91956.49,1,1,1,123309.57,1
Fang,735,France,Male,49,5,178011.5,1,1,0,148804.36,0
Nnonso,615,France,Male,59,8,132088.59,2,1,1,165576.55,0
Ogbonnaya,778,Germany,Female,45,1,113291.05,2,1,0,174531.27,0
Pisano,613,France,Male,47,6,114421.55,1,1,1,77146.14,0
McKay,760,France,Male,43,8,126195.81,1,1,0,193312.33,0
Walker,669,Germany,Male,47,0,108197.11,2,1,1,181928.25,0
McMinn,660,Germany,Male,46,5,110153.27,2,1,1,33680.56,0
Pisani,602,France,Male,59,7,104217.3,2,1,1,162347.05,0
Molle,636,Germany,Male,30,8,89025.88,2,1,1,109685.61,0
Belisario,630,France,Male,50,8,105843.26,2,0,1,79377.45,0
Iqbal,656,Germany,Female,46,7,158261.68,1,1,0,50595.15,1
Beneventi,632,Germany,Male,30,1,102490.27,1,1,1,78670.52,0
Lees,569,Spain,Male,34,0,128914.97,1,1,0,102299.81,1
Speight,708,Germany,Male,37,8,86376.29,1,1,1,26912.34,0
Fan,570,France,Male,23,2,102749.72,1,0,0,198830.98,0
Knipe,707,France,Male,58,6,101465.31,1,0,1,126471.13,0
White,690,Spain,Male,26,8,116439.65,1,1,1,83253.05,0
Booth,542,Germany,Male,33,8,114422.85,2,0,0,77737.86,0
Ts'ui,571,Spain,Female,22,3,144164.29,1,0,1,53328.7,0
Parkin,658,France,Male,32,8,106901.42,1,1,1,80410.68,0
Hu,656,France,Male,37,2,145387.32,2,0,1,67840.81,0
Foveaux,520,France,Female,39,1,120037.96,1,0,1,109626.13,1
Cheatham,696,Spain,Male,28,8,154309.67,1,0,0,176713.47,0
Ko,608,Spain,Male,66,8,87099.85,1,1,1,65758.19,0
Barry,456,Spain,Male,32,9,130274.26,1,1,1,135399.21,0
Gotch,535,Germany,Male,20,9,62092.9,1,1,1,118825.56,0
Townsend,614,Spain,Female,39,6,164523.5,2,1,1,164018.98,0
Lori,594,Germany,Male,38,6,125685.79,2,1,1,14466.08,0
Coates,605,Spain,Male,47,7,105522.06,1,1,0,189310.27,0
Ibezimako,643,Spain,Male,34,6,145241.63,2,1,1,116046.22,0
Hardy,721,France,Male,69,2,102787.42,1,1,1,178418.35,0
Reichard,721,Germany,Female,36,3,127847.86,2,1,0,28737.78,0
Johnston,544,France,Female,45,6,149814.54,2,0,1,151401.33,0
Rechner,590,France,Male,32,9,90547.48,2,1,0,138889.15,0
Fu,684,France,Male,54,6,113794.22,2,1,1,94888.6,0
Walker,613,Spain,Male,30,9,130023.38,1,1,1,175795.87,0
MacDonnell,719,Spain,Male,40,4,97612.12,1,1,1,176091.31,0
Shipp,705,France,Male,25,9,154525.7,2,0,1,112331.19,0
Udinese,711,France,Male,28,8,131659.59,2,1,1,64286.39,0
Endrizzi,660,Germany,Male,28,2,127120.62,2,1,0,41758.9,0
Ikenna,599,Spain,Male,35,6,119501.88,1,0,0,76870.81,0
H?,723,France,Female,49,4,72948.58,2,0,1,89972.25,0
Sergeyev,512,France,Female,37,1,132876.23,2,0,1,156105.03,0
Tretyakova,801,France,Male,43,4,108128.96,2,0,0,98586.14,0
Teague,675,Spain,Female,35,8,110934.54,1,0,1,35177.31,0
Brown,498,Germany,Male,35,2,106376.85,2,0,1,188343.05,0
Saunders,595,France,Male,41,9,120688.61,2,1,0,5967.09,0
T'ao,840,France,Male,30,8,133214.88,1,1,0,54113.38,0
Genovese,802,France,Male,29,9,142055.41,1,1,1,134459.12,0
Daigle,763,France,Female,38,0,174937.64,2,0,0,31892.82,0
Ramos,696,France,Male,22,9,84560.04,1,1,1,198032.93,0
Graham,468,France,Male,36,3,145471.37,1,0,0,107787.42,0
Skelton,702,Spain,Male,30,2,126606.63,2,1,1,145537.32,0
Repina,805,Germany,Male,24,6,135096.77,2,1,0,186035.72,0
Hunt,745,Spain,Male,34,9,123936.54,2,1,0,50046.25,0
Noble,802,France,Female,39,7,171913.87,2,0,1,59497.01,1
Nevels,699,France,Male,27,1,120452.4,2,1,0,93003.21,0
Iroawuchi,524,Germany,Female,25,7,96166.88,1,0,0,193668.49,0
Moyes,565,France,Male,55,4,172274.01,2,1,1,128124.7,1
Chuang,560,Spain,Female,27,7,119336.29,1,1,1,114669.79,0
Nebechukwu,594,France,Female,31,9,92616.64,1,0,1,5719.11,0
Basedow,513,Spain,Female,42,10,180075.22,2,0,1,73151.25,0
Ball,750,Spain,Female,33,3,102954.68,1,0,1,153288.97,1
Diribe,668,Spain,Male,25,8,179915.85,2,1,1,135112.09,0
Franklin,749,Germany,Female,44,0,86449.39,2,0,0,151083.8,0
Chukwudi,444,France,Male,36,7,170113,2,0,1,138743.86,0
Noble,437,Germany,Male,35,6,112044.72,2,1,1,161133.4,0
Ukaegbunam,745,Germany,Female,28,1,145610.07,1,1,0,73275.96,1
Okorie,680,France,Male,37,4,118129.87,2,1,0,61240.87,0
Ferri,605,France,Male,39,3,110765.68,2,1,0,199390.45,0
Yao,603,Germany,Male,35,1,81795.74,2,1,1,130379.5,0
Nwora,620,Germany,Female,25,8,108589.47,1,1,1,73857.94,1
Cocci,561,France,Male,32,5,116880.53,2,1,0,84871.99,0
Yao,549,Germany,Male,45,6,99607.37,1,1,1,146372.51,0
Lei,628,Germany,Female,61,1,113567.94,1,1,1,149922.38,1
Henry,608,Germany,Female,40,8,137260.78,1,0,0,61164.45,0
Jenkins,550,France,Female,40,8,88011.4,1,0,0,166468.21,1
Smith,648,France,Female,38,2,128514.84,2,0,1,9551.49,0
Gallo,658,France,Female,40,7,142703.4,1,0,1,135459.02,1
Goliwe,773,Spain,Male,43,7,90373.28,1,1,1,177357.16,0
Lock,596,Germany,Male,48,2,109783.69,1,0,0,1140.02,1
Chigbogu,555,Spain,Male,27,5,154393.43,2,0,0,96398.51,0
Holt,784,Spain,Male,38,10,87471.63,1,0,0,145759.93,0
Chialuka,651,Germany,Male,29,3,122793.96,1,1,0,54530.51,1
Morley,686,France,Male,38,6,88302.65,1,1,1,97825.23,0
Soto,536,Germany,Male,23,6,93547.23,2,1,0,120661.71,0
Macdonald,579,Germany,Male,28,6,96252.98,1,1,0,145558.42,0
Zhdanova,607,France,Male,25,3,117593.48,2,0,0,187048.72,0
Collins,639,France,Male,39,6,142253.65,1,1,0,30414.17,0
Sorokina,774,France,Male,53,4,152102.18,1,1,1,153887.93,1
Namatjira,607,France,Male,35,2,114327.59,2,1,1,114190.3,0
Baresi,774,Spain,Female,36,8,163097.55,1,0,0,101828.39,0
Sergeyeva,743,Spain,Male,25,6,129608.57,2,1,0,129740.11,0
Li,461,Germany,Female,34,5,103457.76,1,0,1,167784.28,0
Lai,596,Germany,Male,34,4,163714.52,2,0,1,4802.27,0
Perry,499,Germany,Female,29,6,120718.28,1,1,0,118623.94,0
Ferrari,757,Germany,Female,43,5,122388.38,2,1,1,3497.43,1
Butusov,650,France,Female,31,1,157731.6,2,0,0,27073.81,0
Rhodes,692,Germany,Male,49,6,158786.67,2,0,1,107472.99,0
Yobanna,450,France,Male,29,7,90826.27,1,1,1,43480.63,0
Kennedy,584,Germany,Female,36,4,106968.96,1,1,1,70240.79,0
Onyemaechi,705,Germany,Male,44,3,116528.15,1,1,0,82463.69,0
Chiang,719,Spain,Female,33,7,154100.3,2,1,0,20016.59,0
Genovesi,637,France,Female,33,9,101579.28,1,0,1,65316.5,0
Whitfield,821,Germany,Female,37,5,97925.11,2,0,1,127413,0
Hsueh,736,France,Male,27,5,142360.62,1,0,1,192131.77,0
Becher,590,France,Male,36,1,70754.18,2,1,0,48876.84,0
Nyhan,623,Germany,Male,50,7,75395.53,1,0,1,645.61,1
Sun,834,Spain,Male,38,8,117221.15,2,1,1,66485.26,0
Ubanwa,719,France,Male,32,9,98064.97,1,1,1,77119.45,0
Hill,765,France,Male,41,2,135871.5,2,0,1,191215.61,0
Uwaezuoke,503,France,Male,29,3,120905.03,2,1,1,143954.99,0
Tien,817,France,Male,34,5,100913.57,1,0,0,165562.84,0
Davison,629,France,Male,32,2,91091.06,2,0,1,77965.44,0
Gibney,657,France,Male,44,6,81732.88,1,1,0,79071.89,0
Obialo,727,Germany,Female,30,8,116160.23,2,1,1,137903.54,0
Pharr,470,France,Male,30,3,125389.7,1,1,1,50906.65,0
Langlands,640,France,Male,40,8,153238.88,1,1,1,157886.6,0
Hovell,517,France,Male,37,5,116471.43,1,0,1,31517.16,0
Rizzo,522,France,Male,41,5,100252.18,1,1,1,14789.9,0
Capon,639,France,Female,27,2,107720.64,2,0,0,125244.18,0
O'Loghlen,636,France,Female,48,1,135161.67,1,1,0,110510.28,1
Helena,515,France,Female,25,7,72392.41,1,0,1,38772.82,0
Shih,667,Germany,Female,27,3,163549.63,2,1,0,3674.71,0
Udinesi,553,France,Male,32,3,137781.65,1,1,0,77304.49,0
Lueck,692,France,Male,54,5,167864.4,2,1,1,88721.84,0
Russell,703,France,Male,44,6,127070.73,1,1,0,151516.7,0
Fisk,745,Spain,Female,31,3,63127.41,1,1,1,140451.52,0
P'eng,850,France,Male,20,7,101016.53,2,1,0,31288.77,0
Feng,529,France,Male,28,9,169362.43,2,1,1,52545.24,0
